ID,Age,InfraredScanResults,VisualConditions,Pad,Loading,HealthIndex
2149,32,0.18,Significant Defects,Significant Defects,24.43,2.8
2150,46,0.94,Serious Defects,Serious Defects,54.7,0.4
2151,16,0.01,Moderate Defects,Moderate Defects,37.6,3.1
2152,26,0.08,Significant Defects,Significant Defects,30.46,3.2
2153,46,0.95,Serious Defects,Serious Defects,46.5,0.5
2154,44,0.76,Serious Defects,Serious Defects,47.86,1.6
2155,38,0.39,Serious Defects,Serious Defects,23.51,1.9
2156,44,0.78,Serious Defects,Serious Defects,52.95,1.2
2157,37,0.36,Serious Defects,Serious Defects,23.89,2.8
2158,20,0.02,Moderate Defects,Moderate Defects,31.06,3.4
2159,31,0.16,Significant Defects,Serious Defects,38.67,2.6
2160,30,0.14,Significant Defects,Significant Defects,39.38,2.5
2161,45,0.91,Serious Defects,Serious Defects,35.35,0.8
2162,15,0.01,Minor Defects,Moderate Defects,51.94,4.3
2163,15,0.01,Minor Defects,Moderate Defects,34.78,4.6
2164,29,0.12,Significant Defects,Significant Defects,45.61,3.5
2165,22,0.04,Moderate Defects,Moderate Defects,41.11,3.5
2166,46,0.95,Serious Defects,Serious Defects,18.66,0.7
2167,40,0.51,Serious Defects,Serious Defects,31.44,1.4
2168,40,0.51,Serious Defects,Serious Defects,55.15,1.2
2169,30,0.15,Significant Defects,Significant Defects,24.4,2.6
2170,43,0.7,Serious Defects,Serious Defects,43.42,1.1
2171,39,0.47,Serious Defects,Serious Defects,34.6,1.5
2172,46,0.93,Serious Defects,Serious Defects,26.34,0.7
2173,24,0.05,Moderate Defects,Significant Defects,41.8,3.4
2174,15,0.01,Minor Defects,Moderate Defects,36.43,4.3
2175,18,0.01,Moderate Defects,Moderate Defects,18.18,3.7
2176,46,0.95,Serious Defects,Serious Defects,18.96,0.4
2177,33,0.21,Significant Defects,Significant Defects,35.62,2.7
2178,42,0.61,Serious Defects,Serious Defects,38.27,1.3
2179,44,0.78,Serious Defects,Serious Defects,48.39,1.4
2180,16,0.01,Minor Defects,Moderate Defects,35.42,4.6
2181,35,0.28,Significant Defects,Serious Defects,46.37,3
2182,45,0.91,Serious Defects,Serious Defects,23.76,0.3
2183,42,0.64,Serious Defects,Serious Defects,45.98,1.3
2184,38,0.39,Serious Defects,Serious Defects,43.96,1.6
2185,15,0.01,Minor Defects,Moderate Defects,45.7,4.4
2186,32,0.19,Significant Defects,Significant Defects,25.96,2.9
2187,45,0.9,Serious Defects,Serious Defects,49.62,0.5
2188,15,0.01,Minor Defects,Moderate Defects,38.26,4.7
2189,31,0.16,Significant Defects,Serious Defects,20.74,3
2190,46,0.95,Serious Defects,Serious Defects,53.22,0.1
2191,31,0.16,Significant Defects,Significant Defects,18.54,2.1
2192,35,0.28,Significant Defects,Serious Defects,30.04,2.4
2193,21,0.03,Moderate Defects,Moderate Defects,47.13,3.9
2194,31,0.16,Significant Defects,Significant Defects,53.51,2.4
2195,41,0.56,Serious Defects,Serious Defects,46.76,1.9
2196,15,0.01,Minor Defects,Moderate Defects,19.68,4.4
2197,16,0.01,Minor Defects,Moderate Defects,46.84,4.3
2198,23,0.04,Moderate Defects,Significant Defects,19.56,3.9
2199,46,0.97,Serious Defects,Serious Defects,39.44,1
2200,46,0.94,Serious Defects,Serious Defects,45.54,0.8
2201,37,0.36,Serious Defects,Serious Defects,51.52,2.7
2202,46,0.94,Serious Defects,Serious Defects,33.84,0.6
2203,46,0.95,Serious Defects,Serious Defects,51.55,0.9
2204,16,0.01,Minor Defects,Moderate Defects,34.97,4.8
2205,39,0.44,Serious Defects,Serious Defects,33.97,1.7
2206,45,0.85,Serious Defects,Serious Defects,30.81,1.4
2207,15,0.01,Minor Defects,Moderate Defects,29.02,4.7
2208,46,0.99,Serious Defects,Serious Defects,40.53,0.9
2209,46,0.91,Serious Defects,Serious Defects,40.65,0.7
2210,31,0.17,Significant Defects,Serious Defects,49.35,3
2211,38,0.42,Serious Defects,Serious Defects,18.39,1.6
2212,15,0.01,Minor Defects,Moderate Defects,29.96,4.8
2213,45,0.88,Serious Defects,Serious Defects,46.35,1
2214,46,0.97,Serious Defects,Serious Defects,24.11,0.2
2215,16,0.01,Minor Defects,Moderate Defects,35.93,4.2
2216,18,0.01,Moderate Defects,Moderate Defects,18.27,3.4
2217,44,0.8,Serious Defects,Serious Defects,40.84,2
2218,45,0.88,Serious Defects,Serious Defects,26.45,0.5
2219,46,0.96,Serious Defects,Serious Defects,38.85,0.6
2220,44,0.76,Serious Defects,Serious Defects,35.03,1.5
2221,24,0.05,Moderate Defects,Significant Defects,41.54,3.3
2222,33,0.22,Significant Defects,Serious Defects,23.75,2.9
2223,22,0.04,Moderate Defects,Moderate Defects,40.74,3.3
2224,22,0.03,Moderate Defects,Significant Defects,45.47,3.9
2225,44,0.76,Serious Defects,Serious Defects,38.95,1.8
2226,39,0.45,Serious Defects,Serious Defects,47.27,1.2
2227,40,0.52,Serious Defects,Serious Defects,35.12,1.3
2228,15,0.01,Minor Defects,Moderate Defects,46.77,4.7
2229,43,0.74,Serious Defects,Serious Defects,37.25,1.5
2230,41,0.54,Serious Defects,Serious Defects,53.71,1.4
2231,30,0.14,Significant Defects,Serious Defects,46.67,2.1
2232,32,0.19,Significant Defects,Serious Defects,43.96,2.8
2233,16,0.01,Minor Defects,Moderate Defects,42.33,4.3
2234,15,0.01,Minor Defects,Moderate Defects,53.28,4.2
2235,46,0.97,Serious Defects,Serious Defects,44.78,1
2236,15,0.01,Minor Defects,Moderate Defects,33.1,4.8
2237,32,0.2,Significant Defects,Serious Defects,47.3,2.6
2238,33,0.22,Significant Defects,Serious Defects,32.52,2.4
2239,46,0.91,Serious Defects,Serious Defects,36.81,0.7
2240,24,0.05,Moderate Defects,Significant Defects,29.01,3.7
2241,24,0.05,Moderate Defects,Significant Defects,48.52,3.8
2242,27,0.08,Significant Defects,Significant Defects,21.43,3.7
2243,16,0.01,Minor Defects,Moderate Defects,18.21,4.3
2244,22,0.04,Moderate Defects,Moderate Defects,47.44,3.8
2245,38,0.42,Serious Defects,Serious Defects,35.43,1.5
2246,46,1,Serious Defects,Serious Defects,48.35,0.5
2247,15,0.01,Minor Defects,Moderate Defects,35.98,4.4
2248,15,0.01,Minor Defects,Moderate Defects,20.04,4.1
2249,46,0.98,Serious Defects,Serious Defects,40.1,0.5
2250,23,0.04,Moderate Defects,Significant Defects,42.25,3.9
2251,19,0.02,Moderate Defects,Moderate Defects,24.82,3.6
2252,23,0.04,Moderate Defects,Moderate Defects,31.06,3.1
2253,33,0.23,Significant Defects,Significant Defects,29.2,3
2254,30,0.14,Significant Defects,Significant Defects,41.05,2.2
2255,15,0.01,Minor Defects,Moderate Defects,44.74,5
2256,16,0.01,Minor Defects,Moderate Defects,28.59,4.1
2257,45,0.89,Serious Defects,Serious Defects,48.62,0.3
2258,45,0.91,Serious Defects,Serious Defects,44.72,0.5
2259,25,0.06,Moderate Defects,Significant Defects,33.02,3.1
2260,38,0.41,Serious Defects,Serious Defects,40.51,2
2261,16,0.01,Minor Defects,Moderate Defects,29.52,4.5
2262,27,0.08,Significant Defects,Significant Defects,22.17,3.9
2263,16,0.01,Minor Defects,Moderate Defects,27.39,5
2264,45,0.85,Serious Defects,Serious Defects,26.4,1.3
2265,46,0.99,Serious Defects,Serious Defects,47.01,0.4
2266,46,0.98,Serious Defects,Serious Defects,28.07,0.3
2267,15,0.01,Minor Defects,Moderate Defects,26.12,4.4
2268,29,0.12,Significant Defects,Significant Defects,18.84,3.9
2269,16,0.01,Minor Defects,Moderate Defects,40.69,4.2
2270,22,0.03,Moderate Defects,Moderate Defects,25.66,3.4
2271,46,0.97,Serious Defects,Serious Defects,54.8,0.7
2272,46,0.98,Serious Defects,Serious Defects,22.26,0.1
2273,15,0.01,Minor Defects,Moderate Defects,33.04,4.9
2274,32,0.18,Significant Defects,Serious Defects,46.05,2.1
2275,33,0.22,Significant Defects,Serious Defects,32.22,2.6
2276,32,0.19,Significant Defects,Significant Defects,37.17,2.6
2277,15,0.01,Minor Defects,Moderate Defects,33.32,5
2278,15,0.01,Minor Defects,Moderate Defects,35.3,4.5
2279,43,0.7,Serious Defects,Serious Defects,41.31,1.3
2280,17,0.01,Moderate Defects,Moderate Defects,20.12,3.7
2281,36,0.31,Serious Defects,Serious Defects,42.23,2.6
2282,46,0.94,Serious Defects,Serious Defects,25.06,0.2
2283,46,0.95,Serious Defects,Serious Defects,35.04,0.6
2284,25,0.06,Moderate Defects,Significant Defects,31.74,4
2285,15,0.01,Minor Defects,Moderate Defects,36.32,4.7
2286,35,0.27,Significant Defects,Serious Defects,41.05,2.7
2287,15,0.01,Minor Defects,Moderate Defects,30.13,4.2
2288,30,0.14,Significant Defects,Significant Defects,30.63,2.2
2289,31,0.16,Significant Defects,Significant Defects,42.6,2.2
2290,46,0.95,Serious Defects,Serious Defects,19.34,0.4
2291,30,0.15,Significant Defects,Significant Defects,28.19,2.3
2292,24,0.05,Moderate Defects,Significant Defects,24.34,4
2293,15,0.01,Minor Defects,Moderate Defects,30.04,4.2
2294,30,0.14,Significant Defects,Serious Defects,20.54,2.3
2295,16,0.01,Minor Defects,Moderate Defects,46.56,4.1
2296,17,0.01,Moderate Defects,Moderate Defects,20.41,3.7
2297,15,0.01,Minor Defects,Moderate Defects,30.01,4.2
2298,43,0.7,Serious Defects,Serious Defects,54.42,1.7
2299,34,0.24,Significant Defects,Serious Defects,18.4,2.1
2300,15,0.01,Minor Defects,Moderate Defects,52.83,4.6
2301,39,0.46,Serious Defects,Serious Defects,31.68,1.2
2302,23,0.04,Moderate Defects,Significant Defects,38.25,3.6
2303,15,0.01,Minor Defects,Moderate Defects,53.09,4.9
2304,19,0.02,Moderate Defects,Moderate Defects,31.69,3.4
2305,21,0.03,Moderate Defects,Moderate Defects,33.65,4
2306,28,0.11,Significant Defects,Significant Defects,28.83,4
2307,45,0.88,Serious Defects,Serious Defects,55.29,1
2308,39,0.45,Serious Defects,Serious Defects,34.79,1.7
2309,35,0.29,Serious Defects,Serious Defects,34.03,2.2
2310,16,0.01,Minor Defects,Moderate Defects,55.11,4.5
2311,40,0.53,Serious Defects,Serious Defects,18.39,1.6
2312,15,0.01,Minor Defects,Moderate Defects,49.8,4.3
2313,34,0.24,Significant Defects,Serious Defects,54.96,2.4
2314,45,0.89,Serious Defects,Serious Defects,29.2,0.1
2315,46,0.98,Serious Defects,Serious Defects,42.69,0.1
2316,27,0.09,Significant Defects,Significant Defects,50.27,3.8
2317,36,0.32,Serious Defects,Serious Defects,18.8,2.2
2318,17,0.01,Moderate Defects,Moderate Defects,19.73,3.7
2319,36,0.33,Serious Defects,Serious Defects,33.16,2.2
2320,39,0.44,Serious Defects,Serious Defects,48.39,1.3
2321,45,0.91,Serious Defects,Serious Defects,32.41,0.9
2322,46,0.97,Serious Defects,Serious Defects,37.08,0.3
2323,26,0.07,Significant Defects,Significant Defects,37.69,3.5
2324,44,0.81,Serious Defects,Serious Defects,30.68,1.4
2325,15,0.01,Minor Defects,Moderate Defects,40.94,4.9
2326,35,0.29,Significant Defects,Serious Defects,32.33,2.2
2327,46,0.94,Serious Defects,Serious Defects,40.13,0.9
2328,39,0.45,Serious Defects,Serious Defects,26.91,1.2
2329,19,0.02,Moderate Defects,Moderate Defects,26.07,3.2
2330,20,0.02,Moderate Defects,Moderate Defects,29.17,3.4
2331,46,0.94,Serious Defects,Serious Defects,26.14,0.2
2332,35,0.27,Significant Defects,Serious Defects,49.61,2.7
2333,35,0.29,Significant Defects,Serious Defects,39.68,2.5
2334,45,0.86,Serious Defects,Serious Defects,38.88,1.8
2335,20,0.02,Moderate Defects,Moderate Defects,19.41,4
2336,16,0.01,Minor Defects,Moderate Defects,48.46,4.6
2337,16,0.01,Minor Defects,Moderate Defects,34.01,4.4
2338,22,0.03,Moderate Defects,Moderate Defects,31.69,3.8
2339,26,0.08,Significant Defects,Significant Defects,31.48,3.7
2340,31,0.16,Significant Defects,Significant Defects,37.62,2.9
2341,46,0.97,Serious Defects,Serious Defects,31.55,1
2342,19,0.02,Moderate Defects,Moderate Defects,51.34,3.9
2343,16,0.01,Minor Defects,Moderate Defects,51.94,4.1
2344,46,0.97,Serious Defects,Serious Defects,55.84,1
2345,15,0.01,Minor Defects,Moderate Defects,30.43,5
2346,46,0.95,Serious Defects,Serious Defects,31.84,0.6
2347,39,0.48,Serious Defects,Serious Defects,49.8,1.5
2348,46,0.95,Serious Defects,Serious Defects,46.27,0.7
2349,39,0.44,Serious Defects,Serious Defects,55.93,1.8
2350,15,0.01,Minor Defects,Moderate Defects,40.71,4.8
2351,28,0.11,Significant Defects,Significant Defects,45.2,3.5
2352,35,0.28,Serious Defects,Serious Defects,35.04,2.1
2353,25,0.06,Moderate Defects,Significant Defects,31.44,3.8
2354,43,0.67,Serious Defects,Serious Defects,37.5,1.1
2355,46,0.99,Serious Defects,Serious Defects,35.87,0.2
2356,46,0.92,Serious Defects,Serious Defects,22.22,0.5
2357,29,0.12,Significant Defects,Significant Defects,22.53,3.8
2358,29,0.12,Significant Defects,Significant Defects,32.12,4
2359,33,0.22,Significant Defects,Serious Defects,44.02,2.4
2360,22,0.03,Moderate Defects,Moderate Defects,47.39,3.5
2361,15,0.01,Minor Defects,Moderate Defects,38.99,4.6
2362,16,0.01,Minor Defects,Moderate Defects,35.71,4.8
2363,15,0.01,Minor Defects,Moderate Defects,26.94,4.7
2364,26,0.07,Moderate Defects,Significant Defects,43.28,3.2
2365,32,0.19,Significant Defects,Significant Defects,40.4,2.7
2366,40,0.53,Serious Defects,Serious Defects,38.73,1.2
2367,28,0.1,Moderate Defects,Significant Defects,30.78,3.8
2368,36,0.32,Significant Defects,Serious Defects,37.6,2.7
2369,15,0.01,Minor Defects,Moderate Defects,44.87,5
2370,15,0.01,Minor Defects,Moderate Defects,43.08,4.5
2371,15,0.01,Minor Defects,Moderate Defects,30.12,4.1
2372,35,0.28,Significant Defects,Serious Defects,21.58,2.1
2373,16,0.01,Minor Defects,Moderate Defects,18.61,4.3
2374,44,0.8,Serious Defects,Serious Defects,19.73,1.4
2375,45,0.84,Serious Defects,Serious Defects,23.29,1.4
2376,37,0.35,Significant Defects,Serious Defects,25.11,2.7
2377,22,0.03,Moderate Defects,Significant Defects,36.57,3.5
2378,32,0.19,Significant Defects,Serious Defects,29.56,2.2
2379,23,0.04,Moderate Defects,Moderate Defects,27.22,3.2
2380,40,0.52,Serious Defects,Serious Defects,37.28,2
2381,46,0.94,Serious Defects,Serious Defects,36.25,1
2382,29,0.13,Significant Defects,Significant Defects,19.83,2.9
2383,42,0.61,Serious Defects,Serious Defects,30.95,1.3
2384,46,0.95,Serious Defects,Serious Defects,32.13,0.4
2385,41,0.55,Serious Defects,Serious Defects,43.56,1.1
2386,31,0.17,Significant Defects,Serious Defects,42.24,2.3
2387,30,0.14,Significant Defects,Significant Defects,33.82,2.8
2388,23,0.04,Moderate Defects,Significant Defects,53.71,3.9
2389,35,0.27,Significant Defects,Serious Defects,34.15,2.9
2390,44,0.8,Serious Defects,Serious Defects,27.83,1.2
2391,32,0.18,Significant Defects,Serious Defects,42.87,3
2392,29,0.12,Significant Defects,Significant Defects,34.79,3.1
2393,34,0.25,Significant Defects,Serious Defects,34.52,2.7
2394,25,0.06,Significant Defects,Significant Defects,37.76,3.4
2395,32,0.2,Significant Defects,Serious Defects,54.83,2.5
2396,34,0.24,Significant Defects,Serious Defects,43.33,2.3
2397,23,0.04,Moderate Defects,Significant Defects,34.87,3.2
2398,18,0.01,Moderate Defects,Moderate Defects,20.37,3.1
2399,16,0.01,Minor Defects,Moderate Defects,54.72,4.4
2400,16,0.01,Minor Defects,Moderate Defects,50.82,4.2
2401,15,0.01,Minor Defects,Moderate Defects,55.61,4.9
2402,15,0.01,Minor Defects,Moderate Defects,45.8,5
2403,27,0.09,Moderate Defects,Significant Defects,18.07,3.7
2404,19,0.02,Moderate Defects,Moderate Defects,36.58,3.1
2405,32,0.18,Significant Defects,Serious Defects,39.74,2.4
2406,26,0.08,Significant Defects,Significant Defects,18.38,3.9
2407,16,0.01,Minor Defects,Moderate Defects,32.73,4.5
2408,16,0.01,Minor Defects,Moderate Defects,20.78,5
2409,30,0.14,Significant Defects,Significant Defects,19.67,2.5
2410,15,0.01,Minor Defects,Moderate Defects,29.75,4.8
2411,43,0.71,Serious Defects,Serious Defects,34.64,1.7
2412,34,0.25,Significant Defects,Serious Defects,49.47,2.6
2413,33,0.21,Significant Defects,Serious Defects,46.16,2.9
2414,43,0.74,Serious Defects,Serious Defects,54.3,1.1
2415,45,0.84,Serious Defects,Serious Defects,36.83,1.4
2416,35,0.29,Significant Defects,Serious Defects,34.2,2.7
2417,46,0.99,Serious Defects,Serious Defects,45.78,0.2
2418,23,0.04,Moderate Defects,Moderate Defects,35.66,3.9
2419,30,0.14,Significant Defects,Significant Defects,30.11,2.7
2420,18,0.01,Moderate Defects,Moderate Defects,22.49,3.1
2421,20,0.02,Moderate Defects,Moderate Defects,20.32,3.5
2422,31,0.17,Significant Defects,Serious Defects,45.66,2.2
2423,46,0.94,Serious Defects,Serious Defects,20.6,0.4
2424,46,0.97,Serious Defects,Serious Defects,46.41,0.6
2425,29,0.12,Significant Defects,Significant Defects,26.76,3.9
2426,35,0.3,Serious Defects,Serious Defects,51.67,3
2427,39,0.48,Significant Defects,Serious Defects,30.13,2.9
2428,16,0.01,Minor Defects,Moderate Defects,27.44,4.2
2429,43,0.7,Serious Defects,Serious Defects,45.7,1.1
2430,38,0.39,Serious Defects,Serious Defects,27.35,1.8
2431,15,0.01,Minor Defects,Moderate Defects,31.01,4.6
2432,40,0.5,Serious Defects,Serious Defects,36.72,1.2
2433,34,0.26,Significant Defects,Serious Defects,48.41,2.8
2434,41,0.6,Serious Defects,Serious Defects,18.89,1.4
2435,34,0.24,Significant Defects,Serious Defects,26.21,3
2436,29,0.12,Significant Defects,Significant Defects,46.36,3.8
2437,16,0.01,Moderate Defects,Moderate Defects,41.08,3.5
2438,16,0.01,Minor Defects,Moderate Defects,27.73,4.4
2439,21,0.03,Moderate Defects,Moderate Defects,18.06,3.2
2440,28,0.1,Significant Defects,Significant Defects,23.19,4
2441,16,0.01,Minor Defects,Moderate Defects,20.48,4.6
2442,44,0.8,Serious Defects,Serious Defects,18.9,1.8
2443,45,0.88,Serious Defects,Serious Defects,18.62,0.2
2444,38,0.41,Serious Defects,Serious Defects,31.92,1.2
2445,46,0.91,Serious Defects,Serious Defects,25.4,0.8
2446,15,0.01,Minor Defects,Moderate Defects,45.24,4.9
2447,18,0.01,Moderate Defects,Moderate Defects,34.23,3.3
2448,45,0.9,Serious Defects,Serious Defects,32.33,0.8
2449,15,0.01,Minor Defects,Moderate Defects,31.96,4.6
2450,15,0.01,Minor Defects,Moderate Defects,37.67,4.8
2451,35,0.27,Significant Defects,Serious Defects,36.88,2.4
2452,16,0.01,Minor Defects,Moderate Defects,28.9,4.9
2453,42,0.63,Serious Defects,Serious Defects,34.26,1.1
2454,44,0.76,Serious Defects,Serious Defects,54.44,1.1
2455,46,0.97,Serious Defects,Serious Defects,50.36,0.2
2456,46,0.91,Serious Defects,Serious Defects,38.19,0.4
2457,36,0.34,Significant Defects,Serious Defects,42.4,2.4
2458,15,0.01,Minor Defects,Moderate Defects,43.42,4.4
2459,29,0.12,Significant Defects,Significant Defects,22.82,3.1
2460,31,0.17,Significant Defects,Serious Defects,26.85,2.6
2461,22,0.04,Moderate Defects,Significant Defects,54.84,3.1
2462,44,0.75,Serious Defects,Serious Defects,55.07,1.5
2463,24,0.05,Moderate Defects,Significant Defects,42.58,3.7
2464,43,0.68,Serious Defects,Serious Defects,44.31,2
2465,15,0.01,Minor Defects,Moderate Defects,18.69,4.5
2466,15,0.01,Minor Defects,Moderate Defects,18.94,4.1
2467,33,0.22,Significant Defects,Significant Defects,21.39,2.4
2468,42,0.66,Serious Defects,Serious Defects,28.81,1.2
2469,24,0.05,Moderate Defects,Significant Defects,54.62,3.8
2470,44,0.77,Serious Defects,Serious Defects,42.44,1.2
2471,15,0.01,Minor Defects,Moderate Defects,25.89,4.1
2472,21,0.03,Moderate Defects,Moderate Defects,49.1,3.2
2473,40,0.5,Serious Defects,Serious Defects,55.53,2
2474,22,0.03,Moderate Defects,Moderate Defects,25.59,3.9
2475,35,0.27,Significant Defects,Serious Defects,22.58,2.8
2476,20,0.02,Moderate Defects,Moderate Defects,49.99,3.3
2477,15,0.01,Minor Defects,Moderate Defects,20.06,4.4
2478,15,0.01,Minor Defects,Moderate Defects,45.53,4.5
2479,37,0.35,Significant Defects,Serious Defects,25.93,2.6
2480,15,0.01,Minor Defects,Moderate Defects,27.38,4.5
2481,20,0.02,Moderate Defects,Moderate Defects,30.53,3.5
2482,43,0.71,Serious Defects,Serious Defects,30.77,1.4
2483,16,0.01,Minor Defects,Moderate Defects,28.2,4.3
2484,22,0.04,Moderate Defects,Significant Defects,40.36,3.2
2485,37,0.37,Serious Defects,Serious Defects,42.05,2.9
2486,46,0.97,Serious Defects,Serious Defects,25.39,0.9
2487,32,0.18,Significant Defects,Serious Defects,28.37,2.2
2488,42,0.67,Serious Defects,Serious Defects,29.24,1.2
2489,21,0.03,Moderate Defects,Moderate Defects,55.23,3.8
2490,24,0.05,Moderate Defects,Significant Defects,36.5,3.1
2491,21,0.03,Moderate Defects,Moderate Defects,48.28,3.5
2492,41,0.6,Serious Defects,Serious Defects,42.46,1.8
2493,16,0.01,Minor Defects,Moderate Defects,48.36,4.6
2494,29,0.12,Significant Defects,Significant Defects,26.94,3.7
2495,36,0.32,Significant Defects,Serious Defects,37.23,2.2
2496,15,0.01,Minor Defects,Moderate Defects,35.24,4.3
2497,28,0.11,Significant Defects,Significant Defects,30.52,3.8
2498,35,0.29,Serious Defects,Serious Defects,43.95,2.2
2499,46,0.92,Serious Defects,Serious Defects,27.41,0.1
2500,36,0.3,Serious Defects,Serious Defects,21.42,2.6
2501,42,0.63,Serious Defects,Serious Defects,34.93,1.1
2502,19,0.02,Moderate Defects,Moderate Defects,32.04,4
2503,32,0.19,Significant Defects,Significant Defects,33.59,2.9
2504,15,0.01,Minor Defects,Moderate Defects,23.68,4.7
2505,16,0.01,Moderate Defects,Moderate Defects,51.24,3.2
2506,34,0.25,Significant Defects,Serious Defects,18.23,2.7
2507,37,0.38,Serious Defects,Serious Defects,26.18,1.2
2508,37,0.36,Serious Defects,Serious Defects,32.62,2.3
2509,42,0.61,Serious Defects,Serious Defects,20.99,1.5
2510,40,0.54,Serious Defects,Serious Defects,50.72,1.6
2511,34,0.24,Significant Defects,Serious Defects,54.42,2.9
2512,15,0.01,Minor Defects,Moderate Defects,47.19,5
2513,46,0.93,Serious Defects,Serious Defects,34.16,0.5
2514,41,0.58,Serious Defects,Serious Defects,21.43,1.8
2515,38,0.39,Serious Defects,Serious Defects,33.31,1.6
2516,46,0.96,Serious Defects,Serious Defects,44.86,0.7
2517,43,0.75,Serious Defects,Serious Defects,45.95,1.2
2518,29,0.12,Significant Defects,Significant Defects,30.73,3.8
2519,19,0.02,Moderate Defects,Moderate Defects,27.94,3.3
2520,45,0.91,Serious Defects,Serious Defects,23.22,0.8
2521,15,0.01,Minor Defects,Moderate Defects,20.1,4.8
2522,36,0.33,Serious Defects,Serious Defects,40.59,3
2523,46,1,Serious Defects,Serious Defects,37.99,0.9
2524,27,0.09,Moderate Defects,Significant Defects,49.79,3.8
2525,21,0.03,Moderate Defects,Moderate Defects,19.66,3.4
2526,45,0.91,Serious Defects,Serious Defects,46.33,0.1
2527,46,0.94,Serious Defects,Serious Defects,21.35,0.6
2528,39,0.46,Serious Defects,Serious Defects,43.1,1.6
2529,32,0.2,Significant Defects,Significant Defects,24.82,2.6
2530,45,0.88,Serious Defects,Serious Defects,44.58,0.6
2531,15,0.01,Minor Defects,Moderate Defects,36.61,4.5
2532,22,0.03,Moderate Defects,Moderate Defects,46.39,3.2
2533,46,1,Serious Defects,Serious Defects,22.78,0.6
2534,15,0.01,Minor Defects,Moderate Defects,45.2,4.7
2535,15,0.01,Minor Defects,Moderate Defects,32.49,4.5
2536,15,0.01,Minor Defects,Moderate Defects,19.26,4.6
2537,30,0.14,Significant Defects,Significant Defects,39.69,2.6
2538,44,0.76,Serious Defects,Serious Defects,22.37,1.2
2539,34,0.26,Significant Defects,Serious Defects,32.54,2.7
2540,45,0.88,Serious Defects,Serious Defects,26.68,1
2541,39,0.44,Serious Defects,Serious Defects,27.49,1.3
2542,46,0.97,Serious Defects,Serious Defects,27.06,0.9
2543,15,0.01,Minor Defects,Moderate Defects,21.28,4.3
2544,45,0.83,Serious Defects,Serious Defects,25.29,1.2
2545,31,0.16,Significant Defects,Significant Defects,47.51,3
2546,43,0.74,Serious Defects,Serious Defects,19.52,1.5
2547,15,0.01,Minor Defects,Moderate Defects,31.1,4.9
2548,46,0.96,Serious Defects,Serious Defects,42.92,0.2
2549,36,0.32,Significant Defects,Serious Defects,41.2,3
2550,41,0.56,Serious Defects,Serious Defects,22.14,1.7
2551,15,0.01,Minor Defects,Moderate Defects,44.63,4.3
2552,32,0.19,Significant Defects,Serious Defects,54.66,2.8
2553,45,0.9,Serious Defects,Serious Defects,21.85,0.1
2554,36,0.31,Serious Defects,Serious Defects,35.11,2.1
2555,31,0.17,Significant Defects,Significant Defects,53.6,2.1
2556,19,0.02,Moderate Defects,Moderate Defects,35.22,3.9
2557,43,0.7,Serious Defects,Serious Defects,22.86,1.3
2558,15,0.01,Minor Defects,Moderate Defects,41.86,4.7
2559,44,0.82,Serious Defects,Serious Defects,19.15,1.3
2560,15,0.01,Minor Defects,Moderate Defects,28.11,5
2561,20,0.02,Moderate Defects,Moderate Defects,19.8,3.5
2562,15,0.01,Minor Defects,Moderate Defects,20.17,4.7
2563,33,0.22,Significant Defects,Serious Defects,47.11,2.2
2564,18,0.01,Moderate Defects,Moderate Defects,24.67,3.9
2565,46,0.92,Serious Defects,Serious Defects,44.14,0.6
2566,15,0.01,Minor Defects,Moderate Defects,27.66,4.3
2567,16,0.01,Minor Defects,Moderate Defects,48.63,4.8
2568,31,0.16,Significant Defects,Serious Defects,52.77,2.8
2569,37,0.35,Significant Defects,Serious Defects,52.6,2.6
2570,38,0.42,Serious Defects,Serious Defects,30.24,1.6
2571,41,0.58,Serious Defects,Serious Defects,54.4,1.4
2572,23,0.04,Moderate Defects,Significant Defects,42.03,3.6
2573,46,0.91,Serious Defects,Serious Defects,45.92,0.5
2574,34,0.25,Significant Defects,Serious Defects,43.29,2.1
2575,16,0.01,Minor Defects,Moderate Defects,37.46,4.9
2576,45,0.89,Serious Defects,Serious Defects,31.24,0.7
2577,46,1,Serious Defects,Serious Defects,34.05,0.3
2578,41,0.58,Serious Defects,Serious Defects,26.5,1.9
2579,15,0.01,Minor Defects,Moderate Defects,29.89,4.5
2580,30,0.14,Significant Defects,Significant Defects,43.59,2.6
2581,46,0.94,Serious Defects,Serious Defects,23.79,0.7
2582,42,0.64,Serious Defects,Serious Defects,38.51,1.5
2583,26,0.08,Significant Defects,Significant Defects,40.26,3.9
2584,45,0.85,Serious Defects,Serious Defects,43.06,1.6
2585,45,0.91,Serious Defects,Serious Defects,40.09,0.2
2586,46,0.99,Serious Defects,Serious Defects,28.23,0.6
2587,15,0.01,Minor Defects,Moderate Defects,28.28,4.8
2588,46,0.94,Serious Defects,Serious Defects,50.75,0.7
2589,28,0.1,Significant Defects,Significant Defects,38.22,4
2590,40,0.5,Serious Defects,Serious Defects,40.76,1.6
2591,18,0.01,Moderate Defects,Moderate Defects,50.17,4
2592,33,0.21,Significant Defects,Significant Defects,44.64,2.1
2593,16,0.01,Minor Defects,Moderate Defects,44.33,4.9
2594,38,0.39,Serious Defects,Serious Defects,22.22,1.2
